provincia;poblacion;direccion;numero;bis;codigo_postal;prima_total;anio_antiguedad;numero_proyecto
BARCELONA;BARCELONA;SANT VICENÇ DE SARRIA;2;;8017;;;
BARCELONA;BARCELONA;SANTA FE DE NOU MEXIC;9;;8017;;;
BARCELONA;BARCELONA;SANTA FE DE NOU MEXIC;13;;8017;;;
BARCELONA;BARCELONA;SANTA FE DE NOU MEXIC;18;;8017;;;
BARCELONA;BARCELONA;SANTA FE DE NOU MEXIC;3;;8017;;;
BARCELONA;BARCELONA;SANTA FE DE NOU MEXIC;1;;8017;;;
BARCELONA;BARCELONA;SANTA FE DE NOU MEXIC;5;;8017;;;
BARCELONA;BARCELONA;SARRIA;150;;8017;;;
BARCELONA;BARCELONA;SARRIA;142;;8017;;;
BARCELONA;BARCELONA;SARRIA;135;;8017;;;
BARCELONA;BARCELONA;SARRIA;146;;8017;;;
BARCELONA;BARCELONA;SARRIA;84;;8017;;;
BARCELONA;BARCELONA;SARRIA;130;;8017;;;
BARCELONA;BARCELONA;SARRIA;2;;8017;;;
BARCELONA;BARCELONA;SARRIA;129;;8017;;;
BARCELONA;BARCELONA;SARRIA;4;;8017;;;
BARCELONA;BARCELONA;SARRIA;138;;8017;;;
BARCELONA;BARCELONA;SARRIA;134;;8017;;;
BARCELONA;BARCELONA;SARRIA;157;;8017;;;
BARCELONA;BARCELONA;SARRIA;137;;8017;;;
BARCELONA;BARCELONA;SARRIA;121;;8017;;;
BARCELONA;BARCELONA;SARRIA A VALLVIDRERA;259;;8017;;;
BARCELONA;BARCELONA;SARRIA A VALLVIDRERA;255;;8017;;;
BARCELONA;BARCELONA;SARRIA A VALLVIDRERA;246;;8017;;;
BARCELONA;BARCELONA;SARRIA A VALLVIDRERA;259;;8017;;;
BARCELONA;BARCELONA;SARRIA A VALLVIDRERA;246;;8017;;;
BARCELONA;BARCELONA;TRES TORRES;33;;8017;;;
BARCELONA;BARCELONA;TRES TORRES;9;;8017;;;
BARCELONA;BARCELONA;TRES TORRES;43;;8017;;;
BARCELONA;BARCELONA;TRES TORRES;60;;8017;;;
BARCELONA;BARCELONA;TRES TORRES;57;;8017;;;
BARCELONA;BARCELONA;TRES TORRES;28;;8017;;;
BARCELONA;BARCELONA;TRES TORRES;56;;8017;;;
BARCELONA;BARCELONA;VALETA D'ARQUER;5;;8017;;;
BARCELONA;BARCELONA;VALLVIDRERA;18;;8017;;;
BARCELONA;BARCELONA;VALLVIDRERA;1;;8017;;;
BARCELONA;BARCELONA;VERGOS;30;;8017;;;
BARCELONA;BARCELONA;VERGOS;55;;8017;;;
BARCELONA;BARCELONA;VERGOS;25;;8017;;;
BARCELONA;BARCELONA;VERGOS;26;;8017;;;
BARCELONA;BARCELONA;VERGOS;27;;8017;;;
BARCELONA;BARCELONA;VERGOS;55;;8017;;;
BARCELONA;BARCELONA;VIA AUGUSTA;251;;8017;;;
BARCELONA;BARCELONA;VIA AUGUSTA;306;;8017;;;
BARCELONA;BARCELONA;VIA AUGUSTA;268;;8017;;;
BARCELONA;BARCELONA;VIA AUGUSTA;310;;8017;;;
BARCELONA;BARCELONA;VIA AUGUSTA;261;;8017;;;
BARCELONA;BARCELONA;VIA AUGUSTA;292;;8017;;;
BARCELONA;BARCELONA;VIA AUGUSTA;272;;8017;;;
BARCELONA;BARCELONA;VIA AUGUSTA;253;;8017;;;
